排名,排名变化,中文全名,英文全名,年龄,出生地中文,出生地英文,性别,出生日期,教育程度中文,教育程度英文,学校中文,学校英文,常居地中文,常居地英文,照片,公司中文全名,公司英文全名,公司总部地中文,公司总部地英文,所在行业中文,所在行业英文,组织结构,人民币财富值,财富值变化,美元财富值,年份
306,-63,邓伟明、吴小歌,Deng Weiming、Wu Xiaoge,56,中国-湖南-长沙,China -Hunan-Changsha,男,1968-09-01,,,,,中国-湖南-长沙,China -Hunan-Changsha,,中伟股份,Cngr,湖南长沙,Hunan,工业产品,Industrial Products,夫妇,165.0,-23%,2320.0,2024
306,100,利约翰,John Leigh,70,,,男,1954-01-01,,,,,中国-香港,China-Hong Kong,,中电,CLP,香港,Hong Kong,能源,Energy,未知,165.0,18%,2320.0,2024
306,36,邵钦祥,Shao Qinxiang,70,中国-浙江-金华,China-Zhejiang-Jinhua,男,1954-01-01,,,,,中国-浙江-金华,China-Zhejiang-Jinhua,,花园,Garden,浙江金华,Zhejiang,工业制造、房地产,"Industrial manufacturing, real estate",家族,165.0,0%,2320.0,2024
306,36,王华君、吴兰兰,Wang Huajun、Wu Lanlan,54,中国-江西-九江,China - Jiangxi - Jiujiang,男,1970-09-01,硕士,Master s,,,中国-广东-深圳,China-Guangdong-Shenzhen,,裕同包装,Yuto Packaging,广东深圳,Guangdong,包装,Packaging,夫妇,165.0,0%,2320.0,2024
306,-135,王文京,Wang Wenjing,60,中国-江西-上饶,China-Jiangxi-Shangrao,男,1964-12-01,本科,Undergraduate,江西财经,江西财经大学,中国-北京,China-Beijing,,用友,Yonyou,北京,Beijing,软件与信息服务,Software and Information Services,未知,165.0,-43%,2320.0,2024
306,-38,王希成,Wang Xicheng,76,中国-山东,China-Shandong,男,1948-11-01,,,,,中国-山东-烟台,China-Shandong-Yantai,,玲珑轮胎,Linglong ,山东烟台,Shandong,轮胎,Tires ,家族,165.0,-18%,2320.0,2024
306,-38,吴少勋,Wu Shaoxun,68,中国-湖北-黄石,China -Hubei - Yellowstone,男,1956-01-01,本科,Undergraduate,黄石市党校,,中国-湖北-黄石,China -Hubei - Yellowstone,,劲牌,Jingjiu,湖北黄石,Hubei,保健酒,Food & Beverages,未知,165.0,-18%,2320.0,2024
306,36,徐乘,Xu Cheng,72,中国-台湾-台北,China-Taiwan-Taipei,男,1952-01-01,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,徐福记,Hsu Fu Chi,广东东莞,Guangdong,食品,Food & Beverages,家族,165.0,0%,2320.0,2024
306,19,虞锋,Yu Feng,61,中国-上海,China-Shanghai,男,1963-07-01,本科,Undergraduate,复旦,中欧国际工商学院,中国-上海,China-Shanghai,,云锋基金,YF Capital,上海徐汇,Shanghai,投资,Investments,家族,165.0,-3%,2320.0,2024
306,36,张万镇,Zhang Wanzhen,75,中国-广东-潮州,China-Guangdong-Chaozhou,男,1949-12-01,,,,,中国-广东-潮州,China-Guangdong-Chaozhou,,三环,Three-Circle,广东潮州,Guangdong,通信部件、电子元器件,Electronic Components,未知,165.0,0%,2320.0,2024
318,153,陈爱莲、吴良定,Chen Ailian、Wu Liangding,66,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1958-01-01,,,,北京师范大学,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,万丰,Wanfeng Auto,浙江绍兴,Zhejiang,智能制造、投资,Automobile parts,夫妇,160.0,28%,2250.0,2024
318,70,陈明永,Chen Mingyong,55,中国-四川-达州,China - Sichuan - Dazhou,男,1969-07-01,本科,Undergraduate,浙大,,中国-广东-东莞,China-Guangdong-Dongguan,,OPPO,OPPO,广东东莞,Guangdong,消费电子产品,Consumer Electronics,未知,160.0,10%,2250.0,2024
318,40,陈谭庆芬,Chan Tan Ching Fen,未知,,,男,1900-01-01,,,,,中国-香港,China-Hong Kong,,恒隆,Hang Lung,香港,Hong Kong,房地产,Estate Holding,家族,160.0,0%,2250.0,2024
318,-38,冯海良,Feng Hailiang,64,中国-浙江,China-Zhejiang,男,1960-01-01,,,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,海亮,Hailiang,浙江绍兴,Zhejiang,铜加工、投资,"Copper, Investments",未知,160.0,-16%,2250.0,2024
318,24,葛卫东,Ge Weidong,55,,,男,1969-01-01,本科,Undergraduate,川大,四川大学,中国-上海,China-Shanghai,,混沌投资,Hundun,上海浦东,Shanghai,投资,Investments,未知,160.0,-3%,2250.0,2024
318,40,梁绍鸿,Edwin Leong,72,中国-香港,China-Hong Kong,男,1952-01-01,,,,,中国-香港,China-Hong Kong,,大鸿辉,Tai Hung Fai,香港,Hong Kong,房地产,Estate Holding,未知,160.0,0%,2250.0,2024
318,7,穆荣均,Mu Rongjun,44,,,男,1980-01-01,硕士,Master s,清华、清华,,中国-北京,China-Beijing,,美团,Meituan,北京,Beijing,生活服务,Life Service,未知,160.0,-6%,2250.0,2024
318,24,彭蕾,Peng Lei,53,,,男,1971-01-01,,,,,新加坡,China-Singapore-Po,,阿里系,Alibaba,浙江杭州,Zhejiang,电子商务、金融科技,"E-commerce, fintech",未知,160.0,-3%,2250.0,2024
318,40,伍步高,Michael Wu Po-kong,80,中国-香港,China-Hong Kong,男,1944-01-01,,,,,中国-香港,China-Hong Kong,,永隆,Wing Lung Bank,香港,Hong Kong,银行业,Banking,家族,160.0,0%,2250.0,2024
327,-74,程一笑,Cheng Yixiao,39,,,男,1985-01-01,,,,,中国-北京,China-Beijing,,快手科技,Kuaishou,北京,Beijing,传媒娱乐,Media & Entertainment,未知,155.0,-26%,2180.0,2024
327,-153,李丐腾,Li Gaiteng,52,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1972-04-01,硕士,Master s,,,中国-上海,China-Shanghai,,飞科电器,Flyco,上海松江,Shanghai,小家电,Small home appliances,家族,155.0,-46%,2180.0,2024
327,50,林明成,Lin Ming-Cheng,81,中国-台湾,China-Taiwan,男,1943-01-03,,,,,中国-台湾-台北,China-Taiwan-Taipei,,华南金控,Hua Nan,台湾台北,Taiwan,金融服务,Financial Services,家族,155.0,3%,2180.0,2024
327,43,罗家宝,Law Kar Po,75,,,男,1949-01-01,,,,,中国-香港,China-Hong Kong,,百乐,Lobo Investment,香港,Hong Kong,房地产,Estate Holding,未知,155.0,0%,2180.0,2024
327,-25,吴冠江、刘铁鹰,Wu Guanjiang、Liu Tieying,56,中国-四川-乐山,China - Sichuan - Leshan,男,1968-12-01,,,,,中国-重庆,China-Chongqing,,智飞生物,Zhifei,重庆,Chongqing,疫苗,Medicine ,夫妇,155.0,-14%,2180.0,2024
327,-113,谢良志、李翰园,Xie Liangzhi、Li Hanyuan,58,,,男,1966-01-01,,,,,中国-北京,,,神州,Sinocelltech,北京,Beijing,生物制药,Biotech,夫妇,155.0,-35%,2180.0,2024
327,61,张荣华,Zhang Ronghua,55,中国-天津,China-Tianjin,女,1969-11-01,硕士,Master s,,,中国-天津,China-Tianjin,,荣程,Rockcheck,天津,Tianjin,钢铁,Steel,家族,155.0,7%,2180.0,2024
327,-84,周鸿祎,Zhou Hongyi,54,中国-湖北-黄冈,China -Hubei - Huanggang,男,1970-10-01,硕士,Master s,西交大、西交大,西安交通大学电信学院,中国-北京,China-Beijing,,三六零安全科技,360 Security Technology,北京,Beijing,网络信息服务,Cyber Security,未知,155.0,-28%,2180.0,2024
335,7,蔡东青,Cai Dongqing,55,中国-广东-汕头,China-Guangdong-Shantou,男,1969-04-01,硕士,Master s,,,中国-广东-汕头,China-Guangdong-Shantou,,奥飞娱乐,Alpha Animation,广东汕头,Guangdong,动漫,Media & Entertainment,家族,150.0,-9%,2110.0,2024
335,92,黄绍武,Huang Shaowu,54,中国-江西-九江,China - Jiangxi - Jiujiang,男,1970-12-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,神州通,SinoPostgraduate,广东深圳,Guangdong,投资,Investments,未知,150.0,11%,2110.0,2024
335,-147,李留法、李凤娈,Li Liufa 、Li Fengluan,65,中国-河南-平顶山,China -Henan - Pingding Mountain,男,1959-01-01,,,,北京大学光华管理学院,中国-河南-平顶山,China -Henan - Pingding Mountain,,天瑞,Tianrui,河南平顶山,Henan,水泥、铝业,"Cement, Aluminum",夫妇,150.0,-44%,2110.0,2024
335,-98,倪永培,Ni Yongpei,72,中国-安徽-六安,China-Anhui-Six-An,男,1952-01-01,,,,,中国-安徽-六安,China-Anhui-Six-An,,迎驾,Yingjia,安徽六安,Anhui,白酒,Spirit,未知,150.0,-32%,2110.0,2024
335,250,任元林、任乐天,Ren Yuanlin、Ren Letian,71,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1953-01-01,,,,,中国-江苏-无锡,China-Jiangsu-Wuxi,,扬子江船业,Yangzijiang Shipbuilding,江苏无锡,Jiangsu,造船,Shipbuilding ,父子,150.0,50%,2110.0,2024
335,23,王水福、陈桂花,Wang Shuifu、Chen Guihua,69,中国-浙江-杭州,China-Zhejiang-Hangzhou,男,1955-01-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,西子联合控股,Xizi,浙江杭州,Zhejiang,电梯、锅炉、房地产,"Elevators, boilers, real estate",夫妇,150.0,-6%,2110.0,2024
335,42,魏应州,Wei Ing-Chou,70,中国-台湾,China-Taiwan,男,1954-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,未知,150.0,0%,2110.0,2024
335,186,许昆泰,Hsu Kun-Tai,68,中国-台湾,China-Taiwan,男,1956-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,蓝天,Clevo,台湾台北,Taiwan,消费电子产品,Consumer and Industry Electronics,家族,150.0,30%,2110.0,2024
335,23,张雷,Zhang Lei,48,中国-江苏-无锡,China-Jiangsu,男,1976-01-01,,,,,中国-江苏-无锡,China-Jiangsu,,远景能源,Envision,江苏无锡,Jiangsu,风电,Wind Power,未知,150.0,-6%,2110.0,2024
335,-55,赵丰刚,Zhao Fenggang,58,,,男,1966-01-01,硕士,Master s,中国科技大学,,中国-福建-宁德,China-Fujian-Ningde,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,未知,150.0,-21%,2110.0,2024
345,-32,池宇峰,Chi Yufeng,53,中国-湖北,China - Hubei,男,1971-01-01,硕士,Master s,清华,清华大学,中国-北京,China-Beijing,,完美世界,Perfect World,北京,Beijing,网游、影视娱乐,"Online Games, Entertainment",未知,145.0,-17%,2040.0,2024
345,-148,高纪凡,Gao Jifan,59,,,男,1965-01-01,,,,,中国-江苏-常州,,,天合光能,Trinasolar,江苏常州,Jiangsu,光伏产品,Photovoltaic Products,家族,145.0,-45%,2040.0,2024
345,13,李锂、李坦,Li Li、Li Tan,60,中国-四川-眉山,China - Sichuan - Meishan,男,1964-01-01,本科,Undergraduate,川大,四川大学,中国-广东-深圳,China-Guangdong-Shenzhen,,海普瑞,Hepalink,广东深圳,Guangdong,医药,Pharmaceuticals,夫妇,145.0,-9%,2040.0,2024
345,82,李如成、李寒穷,Li Rucheng、Li Hanqiong,73,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1951-01-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,雅戈尔,Youngor,浙江宁波,Zhejiang,服装、房地产、投资,"Apparel, Real Estate, Investments ",父女,145.0,7%,2040.0,2024
345,-55,林刚,Lin Gang,60,中国-广东,China-Guangdong,男,1964-01-01,硕士,Master s,广东医学院,湛江医学院,中国-广东-深圳,China-Guangdong-Shenzhen,,康哲药业,CMS,广东深圳,Guangdong,医药,Pharmaceuticals,未知,145.0,-22%,2040.0,2024
345,-71,聂腾云、陈立英,Nie Tengyun、Chen Liying,48,,,男,1976-01-01,,,,浙江商业职业技术学院,中国-上海,China-Shanghai,,韵达,Yunda,上海青浦,Shanghai,物流,Logistics,夫妇,145.0,-26%,2040.0,2024
345,-32,戚金兴、戚加奇,Qi Jinxing、Qi Jiaqi,62,中国-浙江,China-Zhejiang,男,1962-01-01,硕士,Master s,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,滨江,Binjiang,浙江杭州,Zhejiang,房地产,Real estate,父子,145.0,-17%,2040.0,2024
345,43,沈炜,Shen Wei,未知,,,男,1900-01-01,,,,,中国-广东-东莞,China-Guangdong-Dongguan,,VIVO,VIVO,广东东莞,Guangdong,消费电子产品,Consumer Electronics,未知,145.0,0%,2040.0,2024
353,5,侯军呈,Hou Juncheng,60,中国-浙江-温州,China-Zhejiang-Wenzhou,男,1964-12-01,,,,,中国-浙江-杭州,China-Zhejiang-Hangzhou,,珀莱雅,Proya Cosmetics,浙江杭州,Zhejiang,化妆品,Cosmetics,未知,140.0,-13%,1970.0,2024
353,-51,南存辉,Nan Cunhui,61,中国-山东-济宁,China-Shandong-Jining,男,1963-01-01,,,,北京工商大学,中国-浙江-温州,China-Zhejiang-Wenzhou,,正泰,Chint,浙江温州,Zhejiang,工业电器、投资,"Industrial electronics, Investments",未知,140.0,-22%,1970.0,2024
353,35,潘来灿,Pan Laican,未知,,,男,1900-01-01,,,,,中国-广东-佛山,China-Guangdong-Foshan,,海天味业,Haitian,广东佛山,Guangdong,调味品,Food Flavorings,未知,140.0,-3%,1970.0,2024
353,-130,汪建,Wang Jian,70,中国-湖南,China-Hunan,男,1954-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,华大基因、碳云,"Bgi Genomics, iCarbonX",广东深圳,Guangdong,基因检测、医疗大数据,Genetic Testing,未知,140.0,-40%,1970.0,2024
353,-169,王燕清,Wang Yanqing,58,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1966-04-01,,,,常州无线电工业学校,中国-江苏-无锡,China-Jiangsu-Wuxi,,先导智能,Lead,江苏无锡,Jiangsu,自动化设备,Automation equipment manufacturing,家族,140.0,-49%,1970.0,2024
353,-11,王一鸣,Wang Yiming,43,,,男,1981-01-01,,,,,中国-浙江-宁波,,,锦浪科技,Ginlong Technologies,浙江宁波,Zhejiang,光伏逆变器,Inverter,家族,140.0,-15%,1970.0,2024
353,-63,王长田、杜英莲,Wang Changtian、Du Yinglian,59,中国-辽宁-大连,China-Liaoning-Dalian,男,1965-04-01,本科,Undergraduate,复旦,复旦大学,中国-北京,China-Beijing,,光线传媒,Enlight Media,北京,Beijing,影视娱乐,Entertainment,夫妇,140.0,-24%,1970.0,2024
353,53,魏应充,Wei Yin-Chun,67,中国-台湾,China-Taiwan,男,1957-03-08,,,,,中国-台湾-台北,China-Taiwan-Taipei,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,未知,140.0,0%,1970.0,2024
353,53,魏应交,Wei Ying-Chiao,69,中国-台湾,China-Taiwan,男,1955-02-04,,,,,中国-台湾-台北,China-Taiwan-Taipei,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,未知,140.0,0%,1970.0,2024
353,53,魏应行,Wei Yin-Heng,65,中国-台湾,China-Taiwan,男,1959-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,顶新,Ting Hsin,天津,Tianjin,食品和饮料,Food & Beverages,未知,140.0,0%,1970.0,2024
353,-40,吴凯,Wu Kai,56,,,男,1968-01-01,博士,Doctorate,上海交大,,中国-福建-宁德,China-Fujian-Ningde,,宁德时代,CATL,福建宁德,Fujian,锂电池,Battery technology,未知,140.0,-20%,1970.0,2024
353,316,吴礼淦,Wu Li-gann,83,中国-台湾,China-Taiwan,男,1941-01-01,,,,,中国-上海,China-Shanghai,,沪电股份,WUS Printed Circuit,上海,Shanghai,印制电路板,Electronic components,家族,140.0,56%,1970.0,2024
353,17,叶立培,Ye Lipei,80,中国-上海,China-Shanghai,男,1944-01-01,硕士,Master s,,,中国-香港,China-Hong Kong,,仲盛,Super Ocean,上海闵行,Shanghai,投资、房地产,"Investments, Real Estate",家族,140.0,-10%,1970.0,2024
353,74,易大盛,Yi Dasheng,63,,,男,1961-02-01,,,,,中国-湖南-长沙,China-Hunan-Changsha,,富兴,Fuxing,湖南长沙,Hunan,汽车服务，产业园区,"Car seivices, Real Estate",未知,140.0,4%,1970.0,2024
353,74,俞敏洪,Yu Minhong,62,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1962-10-01,本科,Undergraduate,北大,北京大学,中国-北京,China-Beijing,,新东方,New Oriental,北京,Beijing,教育,Education,未知,140.0,4%,1970.0,2024
353,24,周永利,Zhou Yongli,68,中国-浙江-绍兴,China-Zhejiang-Shaoxing,男,1956-01-01,,,,,中国-浙江-绍兴,China-Zhejiang-Shaoxing,,永利,Yongli,浙江绍兴,Zhejiang,轻纺、房地产、投资,"Textiles, real estate, Investments",家族,140.0,-7%,1970.0,2024
353,-11,竺兆江,Zhu Zhaojiang,51,,,男,1973-01-01,,,,,中国-广东-深圳,China-Guangdong-Shenzhen,,传音,Transsion,广东深圳,Guangdong,消费电子产品,Mobile,未知,140.0,-15%,1970.0,2024
353,282,卓志哲,Cho Jyh-jer,未知,中国-台湾-鹿港,China-Taiwan-Deer Port,男,1900-01-01,,,,,中国-台湾-新竹,China-Taiwan-Hsinchu,,联发科技,Media Tek,台湾新竹,Taiwan,半导体,Semiconductors,未知,140.0,47%,1970.0,2024
371,6,邓鸿,Deng Hong,61,中国-四川,China - Sichuan,男,1963-01-01,本科,Undergraduate,北京工业,,中国-四川-成都,China - Sichuan-Chengdu,,成都环球世纪,Chengdu International Exhibition & Convention Center,四川成都,Sichuan,投资、房地产,"Investments, Real Estate",未知,135.0,-10%,1900.0,2024
371,121,董凡,Dong Fan,54,,,男,1970-01-01,硕士,Master s,上财、中山,中山大学,中国-广东-珠海,China-Guangdong-Zhuhai,,健帆生物,Jafron Biomedical,广东珠海,Guangdong,生物医疗设备,Health Tech,未知,135.0,13%,1900.0,2024
371,56,方文雄,David Fong Man-hung,未知,中国-广东-东莞,China-Guangdong,男,1900-01-01,,,,,中国-香港,China-Hong Kong,,协成行,Hip Shing Hong,香港,Hong Kong,房地产,Estate Holding,家族,135.0,0%,1900.0,2024
371,-1,何猷龙,Lawrence Ho Yau Lung,48,中国-香港,China-Hong Kong,男,1976-01-01,,,,,中国-香港,China-Hong Kong,,新濠国际,Melco,香港,Hong Kong,博彩,Gaming,家族,135.0,-13%,1900.0,2024
371,100,焦佑伦,Chiao Yu-Lon,66,,,男,1958-01-01,,,,,中国-台北,China-Taipei,,华新丽华,Walsin Lihwa,台湾台北,Taiwan,半导体,Semiconductors,家族,135.0,8%,1900.0,2024
371,-29,林秀成、林志强,Lin Xiucheng、Lin Zhiqiang,69,中国-福建-泉州,China-Fujian-Quanzhou,男,1955-01-01,,,,,中国-福建-厦门,China-Fujian-Xiamen,,三安,Sanan,福建厦门,Fujian,LED,LED,父子,135.0,-18%,1900.0,2024
371,56,刘卫平,Liu Weiping,45,中国-湖南-平江,China -Hunan-Pingjiang,男,1979-01-01,,,,,中国-河南-漯河,China-Henan-Yuhe River,,卫龙,Weilong,河南漯河,Henan,食品,Food,未知,135.0,0%,1900.0,2024
371,6,刘志强、翟美卿,Liu Zhiqiang、Zhai Meiqing,60,中国-广东,China-Guangdong,男,1964-10-01,硕士,Master s,,中山大学,中国-广东-深圳,China-Guangdong-Shenzhen,,香江,Heung Kong,广东深圳,Guangdong,房地产、金融,"Real Estate, Finance",夫妇,135.0,-10%,1900.0,2024
371,-13,沈锡强,Shen Xichang,76,中国-江苏-无锡,China-Jiangsu-Wuxi,男,1948-03-01,,,,,中国-江苏-无锡,China-Jiangsu-Wuxi,,雅克科技,Yoke Technology,江苏无锡,Jiangsu,化工新材料,Chemical materials,家族,135.0,-16%,1900.0,2024
371,-29,汪建国、汪浩,Wang Jianguo、Wang Hao,64,中国-江苏-苏州,China-Jiangsu-Suzhou,男,1960-07-01,,,,,中国-江苏-南京,China-Jiangsu-Nanjing,,五星投资,Five Star Appliance,江苏南京,Jiangsu,电子商务、儿童用品连锁,"E-Commerce, Retail",父子,135.0,-18%,1900.0,2024
371,17,王世忠,Wang Shih-Chung,未知,中国-台湾,China-Taiwan,男,1900-01-01,,,,,中国-台湾-台北,China-Taiwan-Taipei,,亚德客,AirTAC,台湾台北,Taiwan,工业机械,Industrial Machinery,家族,135.0,-7%,1900.0,2024
371,121,伍伟国,Michael Wu Wai Kwok,54,中国-香港,China-Hong Kong,男,1970-01-01,,,,,中国-香港,China-Hong Kong,,美心,Maxim's Caterers,香港,Hong Kong,餐饮,Restaurants,家族,135.0,13%,1900.0,2024
371,100,肖安江,Xiao Anjiang,61,中国-湖南-娄底,,男,1963-01-01,,,,,中国-湖南-长沙,Hunan,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals,未知,135.0,8%,1900.0,2024
371,100,肖自江,Xiao Zijiang,74,中国-湖南-娄底,,男,1950-01-01,,,,,中国-湖南-长沙,Hunan,,五江轻化,Wujiang,湖南长沙,Hunan,钛合金、保温容器,Chemicals,未知,135.0,8%,1900.0,2024
371,17,许树根,Xu Shugen,59,中国-浙江,China-Zhejiang,男,1965-01-01,本科,Undergraduate,,,中国-浙江-湖州,China-Zhejiang-Huzhou,,鼎力,Zhejiangdingli,浙江湖州,Zhejiang,机械制造,Manufacturing,未知,135.0,-7%,1900.0,2024
371,150,袁富根,Yuan Fugen,74,中国-江苏-苏州,China-Jiangsu-Suzhou,男,1950-11-01,,,,,中国-江苏-苏州,China-Jiangsu-Suzhou,,东山精密,Dongshan Precision Manufacturing,江苏苏州,Jiangsu,精密铸件,Precision castings,家族,135.0,17%,1900.0,2024
371,100,袁志伦,Yuan Zhilun,60,中国-重庆,China-Chongqing,男,1964-11-01,本科,Undergraduate,川大,,中国-重庆,China-Chongqing,,博赛矿业,Bosai Minerals,重庆,Chongqing,矿业,Mining,未知,135.0,8%,1900.0,2024
388,316,陈世卿、蒋翠英,Tony Chen Shih-Ching、Chiang Tsui-Ying,75,中国-台湾-台北,China-Taiwan-Taipei,男,1949-01-01,,,,,中国-台湾-台中,China-Taiwan-Taichung,,大立光,Largan,台湾台北,Taiwan,电子元件,Electronic Components,夫妇,130.0,51%,1830.0,2024
388,83,陈一丹,Chen Yidan,53,中国-广东-深圳,China-Guangdong-Shenzhen,男,1971-01-01,硕士,Master s,深圳、南大,,中国-广东-深圳,China-Guangdong-Shenzhen,,腾讯,Tencent,广东深圳,Guangdong,互联网服务,Internet Services,未知,130.0,4%,1830.0,2024
388,-30,崔立新,Cui Lixin,未知,,,男,1900-01-01,,,,,中国-山东-滨州,,,创新集团,Innovation Group,山东滨州,Shandong,有色金属,Non-ferrous metals,未知,130.0,-19%,1830.0,2024
388,-46,崔鹏、曹菲,Cui Peng、Cao Fei,47,,,男,1977-01-01,,,,,中国-广东-深圳,Guangdong,,菲鹏生物,Fapon Biotech,广东深圳,Guangdong,生物科技,Healthcare,夫妇,130.0,-21%,1830.0,2024
388,39,黄达文,Huang Dawen,64,中国-香港,China-Hong Kong,男,1960-10-01,,,,,中国-浙江-宁波,China-Zhejiang-Ningbo,,合盛,Hoshine Silicon,浙江宁波,Zhejiang,硅材料,Metals & Mining,未知,130.0,-4%,1830.0,2024
388,241,兰春、杨英,Lan Chun、Yang Ying,58,,,男,1966-04-01,,,,,中国-北京,,,新英才,New Talent,北京,Beijing,教育、生物医药、房地产、投资,"Education, Biotech, Real Estate, Investments",夫妇,130.0,31%,1830.0,2024
388,-127,李良彬,Li Liangbin,57,中国-江西-宜春,China -Jiangxi - Yichun,男,1967-09-01,,,,,中国-江西-新余,China-Jiangxi-Xinyu,,赣锋锂业,Ganfeng Lithium,江西新余,Jiangxi,有色金属冶炼加工,Non-ferrous Metals,未知,130.0,-37%,1830.0,2024
